Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
142,57-4470906,2022-02-14,2022-02-24,First Class,PUU 873,B,US,South Jennifertown,Wisconsin,60652,Region 0,UCDV75344412393684,Health Care,Pharmaceuticals,9700,530,36.99,709.02
143,36-8265426,2022-04-04,2022-04-08,First Class,4LW6450,B,US,East Theodore,Pennsylvania,90408,Region 1,WHGY10450367202766,Health Care,Biotechnology,8900,850,17.84,68.16
144,25-9832108,2022-01-01,2022-01-15,First Class,J 032905,A,US,North Sarahside,Louisiana,56407,Region 0,YGMM73920492583341,Industrials,Air Freight & Logistics,2700,160,25.33,385.28
145,52-8348611,2022-03-08,2022-04-06,Standard Class,931 ONL,B,US,Pierceland,Pennsylvania,18773,Region 2,RHLO89986679553172,Information Technology,Semiconductors & Semiconductor Equipment,4300,630,77.02,132.69
146,13-6410752,2022-01-07,2022-02-08,Second Class,662-NICH,C,US,Richardchester,Wyoming,24528,Region 1,TJLV04646438813222,Industrials,Machinery,3400,90,85.45,726.28
147,39-0958134,2022-04-05,2022-04-05,Standard Class,2TU L67,D,US,Jonesmouth,Louisiana,26693,Region 0,FJPE24944945594800,Energy,Energy Equipment & Services,4800,480,2.09,571.15
148,20-0610959,2022-01-14,2022-02-26,Standard Class,325QKB,B,US,North Michael,Colorado,96628,Region 1,VSSZ23890435238308,Financials,Mortgage REITs,3400,600,48.09,316.1
149,48-8287578,2022-01-01,2022-01-25,Standard Class,VI9 0054,D,US,Hillmouth,Pennsylvania,92561,Region 2,DWPZ54996050326050,Telecommunication Services,Wireless Telecommunication Services,8500,240,35.46,326.43
150,32-5187556,2022-03-20,2022-04-01,Standard Class,VTZ-827,C,US,Tonytown,Alaska,55681,Region 3,SQZN23402378569371,Telecommunication Services,Wireless Telecommunication Services,4000,830,33.24,508.46
151,45-5110011,2022-02-13,2022-03-07,Standard Class,9TF 427,A,US,New Trevorland,Idaho,74084,Region 1,BOCX10654494769903,Telecommunication Services,Diversified Telecommunication Services,600,690,66.6,19.66
152,85-4917421,2022-02-14,2022-03-11,Second Class,Z96 2RP,B,US,South Misty,Colorado,85742,Region 3,ATNM37494073612019,Utilities,Electric Utilities,800,820,20.87,521.72
153,25-8654218,2022-01-16,2022-03-26,First Class,4XTH416,C,US,New Sarah,Connecticut,55081,Region 3,WNMQ16818555231870,Information Technology,Communications Equipment,8300,310,46.52,130.06
154,44-6119006,2022-01-23,2022-03-07,First Class,D18 7VQ,D,US,Port David,New York,39971,Region 0,OITA02970582827328,Utilities,Independent Power and Renewable Electricity Producers,6000,580,78.93,268.43
155,92-3519885,2022-03-12,2022-04-03,Second Class,8VD 171,B,US,North Brandonfort,Illinois,02151,Region 0,UZHP56150788512516,Consumer Discretionary,Specialty Retail,600,740,73.22,79.68
156,90-4321320,2022-01-27,2022-03-29,First Class,PQV-383,A,US,West Vanessaburgh,Florida,05717,Region 4,ITQU72988282291944,Consumer Discretionary,Multiline Retail,9600,650,36.82,453.09
157,50-8410293,2022-03-19,2022-04-02,Standard Class,WM4 D7F,D,US,Wilsonbury,Texas,38286,Region 2,NQPM70207001556696,Health Care,Biotechnology,5200,770,20.76,918.92
158,75-7088677,2022-03-15,2022-04-02,Standard Class,HNT 632,B,US,South Lauren,Kansas,76791,Region 2,DEFG47043703272118,Real Estate,Equity Real Estate Investment Trusts,4400,610,32.94,890.65
159,32-3111693,2022-01-12,2022-01-23,Second Class,9GWK 76,B,US,Charlotteborough,West Virginia,98587,Region 1,JMYT18360377803032,Consumer Discretionary,Auto Components,2600,860,67.64,4.22
160,20-1713188,2022-03-26,2022-03-31,First Class,VB-5991,B,US,Alexfurt,South Carolina,32035,Region 1,WMUF81678611729747,Information Technology,Semiconductors & Semiconductor Equipment,2300,990,85.13,448.52
161,62-5906963,2022-04-02,2022-04-05,Standard Class,035 VHO,A,US,West Johnfort,Indiana,11947,Region 3,YBWX13704227859379,Industrials,Road & Rail,9000,710,98.82,610.59
162,37-2639009,2022-02-14,2022-03-12,Second Class,YAB-836,D,US,Matthewshire,California,37045,Region 3,STMS82008992114679,Utilities,Multi-Utilities,5600,740,42.18,920.09
163,80-8421259,2022-01-13,2022-03-07,Standard Class,38R 514,A,US,New Jason,Tennessee,11923,Region 3,AKTU33303252184890,Industrials,Marine,1700,580,69.38,612.91
164,11-4515923,2022-03-04,2022-03-18,Standard Class,324-BYN,C,US,Lake Heather,Alabama,48683,Region 1,XHFT09473406039120,Financials,Capital Markets,7200,720,12.73,859.91
165,40-9034803,2022-02-18,2022-03-14,Second Class,1GS7440,A,US,West Steven,Utah,00873,Region 1,TIJF37070651303046,Utilities,Independent Power and Renewable Electricity Producers,600,190,63.92,439.26
166,26-1715727,2022-03-15,2022-04-09,Second Class,819-DAY,C,US,Bobbyborough,South Dakota,30578,Region 3,LGCP03174090312538,Consumer Discretionary,Specialty Retail,9500,610,38.7,217.14
167,84-4885750,2022-03-29,2022-04-04,Standard Class,KQ9 W3V,C,US,Lake Kristin,New Jersey,34127,Region 1,XHGQ28804872745454,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2600,820,66.02,719.42
168,88-3847282,2022-03-21,2022-03-22,Second Class,078AA,D,US,South Melissaport,Tennessee,49755,Region 4,WCET50658547410366,Industrials,Machinery,9700,290,50.0,617.77
169,73-2398532,2022-01-07,2022-02-19,Standard Class,26AG1,D,US,Richmondmouth,Indiana,00544,Region 4,PBOC38965452903118,Telecommunication Services,Wireless Telecommunication Services,4200,450,70.02,205.43
170,99-1389095,2022-01-22,2022-02-19,Second Class,YVS-522,D,US,New John,Virginia,89077,Region 0,LSZX84726528892874,Consumer Discretionary,Specialty Retail,6900,480,34.71,714.37
171,95-2503227,2022-04-02,2022-04-08,First Class,839 QBZ,B,US,Monicaville,California,48151,Region 4,DIUA76897092908370,Telecommunication Services,Diversified Telecommunication Services,6100,340,17.82,808.25
172,56-6194759,2022-02-20,2022-03-03,Second Class,ORB-868,D,US,Vegaberg,Colorado,70234,Region 3,IBAI16843764841538,Information Technology,Internet Software & Services,1100,840,93.22,93.53
173,26-0453765,2022-04-05,2022-04-07,Second Class,706 ZBX,B,US,Crystalton,Pennsylvania,42706,Region 4,UBZQ64895250505589,Health Care,Health Care Equipment & Supplies,2500,780,64.55,19.18
174,67-1198227,2022-03-14,2022-03-23,Standard Class,839 FHN,A,US,Rogerview,Texas,17449,Region 0,QSEI12688073874606,Consumer Staples,Tobacco,2300,820,0.21,326.07
175,34-5365114,2022-01-06,2022-03-07,Standard Class,86-7142L,A,US,Armstrongchester,Maryland,92970,Region 0,NYWK24406396524596,Financials,Insurance,6000,330,41.97,238.42
176,25-5307051,2022-03-22,2022-04-08,Second Class,17J•432,A,US,Lawrenceton,Arkansas,83176,Region 2,ZAYK58678093074204,Energy,Energy Equipment & Services,3900,460,59.61,18.1
177,71-4484002,2022-04-06,2022-04-08,Second Class,ZMW 973,D,US,East Donaldside,Georgia,76076,Region 4,OQVQ20208679427031,Telecommunication Services,Diversified Telecommunication Services,4000,620,24.61,983.59
178,35-3327086,2022-01-11,2022-03-03,First Class,RBF 182,A,US,Craigborough,Illinois,89933,Region 4,VYFZ06935929891458,Real Estate,Equity Real Estate Investment Trusts,2200,250,95.92,834.29
179,38-4148535,2022-01-26,2022-03-09,First Class,38C 2839,A,US,East Marcland,Indiana,59955,Region 4,QMXK68945618913650,Real Estate,Real Estate Management & Development,6900,870,46.43,528.16
180,87-3230423,2022-02-19,2022-03-19,First Class,8-49709,B,US,Mauriceland,New York,88635,Region 1,AGNY92401088190185,Health Care,Biotechnology,9600,960,17.14,333.98
181,22-2089930,2022-02-06,2022-02-28,First Class,ZG4 C6F,C,US,Changberg,Iowa,01898,Region 1,FLHV23197337296279,Energy,"Oil, Gas & Consumable Fuels",9400,920,85.81,307.89
182,94-8858950,2022-03-06,2022-03-28,Standard Class,WYE-208,B,US,Davidmouth,West Virginia,62640,Region 1,IPIF06886661672013,Industrials,Air Freight & Logistics,8500,890,43.32,597.32
183,21-8452432,2022-01-23,2022-03-15,First Class,19Y B12,A,US,Garyport,New Jersey,05797,Region 4,JKQQ14879150124413,Consumer Discretionary,Automobiles,9900,250,56.23,801.72
184,01-8596687,2022-01-20,2022-02-27,Second Class,LQS 969,B,US,Joycehaven,Wyoming,23397,Region 0,QGNI32994107889157,Consumer Discretionary,Diversified Consumer Services,6400,420,25.48,576.75
185,13-4503107,2022-01-24,2022-03-03,Standard Class,2R 2143T,D,US,Kellershire,New Hampshire,44946,Region 1,YELS30658404298617,Energy,Energy Equipment & Services,9900,10,73.09,996.5
186,64-1177258,2022-01-30,2022-03-24,Second Class,07P Z02,C,US,Sarahside,Arizona,09851,Region 1,YAPO63692443046696,Energy,"Oil, Gas & Consumable Fuels",1500,370,51.11,59.86
187,47-8197258,2022-03-17,2022-03-26,Second Class,5006 FS,B,US,Clarkmouth,North Carolina,06009,Region 3,KPYT33678526867148,Financials,Banks,4600,670,34.68,998.26
188,14-7156906,2022-01-09,2022-03-28,Standard Class,03SY783,B,US,Amandaburgh,Oklahoma,50959,Region 0,GKSG91924962458084,Real Estate,Equity Real Estate Investment Trusts,2400,510,0.7,523.92
189,03-9410490,2022-02-02,2022-03-20,Standard Class,KPI3225,B,US,Aprilchester,Arkansas,90371,Region 1,CXLI75237465584370,Materials,Chemicals,1600,70,35.26,930.15
190,57-1821531,2022-02-21,2022-03-01,Second Class,85P•834,B,US,North Nicholasbury,Missouri,77891,Region 0,IEQA78161582911940,Health Care,Health Care Providers & Services,8100,780,34.12,855.92
191,88-8964099,2022-02-21,2022-03-09,First Class,75-RW25,C,US,Amyfort,South Dakota,75587,Region 3,HDDQ56336027443732,Health Care,Health Care Technology,7900,800,85.6,372.92
192,47-2558071,2022-01-06,2022-04-02,First Class,H40-IBO,D,US,Carlosstad,Alaska,34178,Region 2,OSXP30619902239274,Industrials,Professional Services,3400,290,44.71,644.83
193,21-6662352,2022-01-07,2022-03-12,Second Class,120 EHV,A,US,North Aimee,Nevada,22631,Region 1,DPSE12911165467238,Energy,"Oil, Gas & Consumable Fuels",4100,550,45.3,907.5
194,91-3244179,2022-03-30,2022-04-05,First Class,F29 0VV,A,US,Longside,South Dakota,17916,Region 2,TDTK11125258866433,Consumer Discretionary,Specialty Retail,3600,830,42.6,812.55
195,58-8240430,2022-02-14,2022-03-26,First Class,831 BZU,A,US,Lake Gary,Missouri,55894,Region 0,KPKU89744883470899,Utilities,Electric Utilities,9800,260,61.77,245.22
196,65-8655387,2022-03-09,2022-03-16,Standard Class,4UL2683,C,US,Amandaville,Missouri,27626,Region 0,CLIF50591189172852,Energy,"Oil, Gas & Consumable Fuels",4700,320,89.77,45.42
197,33-1876659,2022-01-06,2022-01-20,Standard Class,138-SMM,A,US,Boyleland,Rhode Island,28145,Region 2,FCPL56313252949396,Consumer Staples,Food & Staples Retailing,3100,160,78.97,828.43
198,63-6213342,2022-04-08,2022-04-09,First Class,1Q 8F5XUG,D,US,Williamsburgh,Michigan,38965,Region 1,MFCP30523126602168,Real Estate,Equity Real Estate Investment Trusts,7100,390,3.54,971.83
199,01-5920871,2022-03-10,2022-03-11,First Class,111 2HR,A,US,Lake Nancymouth,Oregon,30616,Region 4,ZJQW97826310340547,Consumer Staples,Personal Products,1500,190,28.95,925.74
200,83-6265049,2022-02-07,2022-04-03,Second Class,8ED Z25,B,US,New Michelleview,Oregon,40177,Region 4,GHLO54831699835803,Health Care,Health Care Technology,4500,50,32.88,308.66
201,59-2448130,2022-02-26,2022-03-08,First Class,MK4 1746,A,US,Timothyport,New York,77227,Region 4,CPIF07818047292996,Financials,Consumer Finance,10000,560,56.28,166.55
202,64-1033462,2022-01-10,2022-03-29,First Class,YGA4167,C,US,Davidfurt,Indiana,03538,Region 4,WEXL34362094715434,Energy,Energy Equipment & Services,7500,780,74.72,651.64
203,48-7413302,2022-01-15,2022-03-04,Standard Class,VBB 867,D,US,East Colin,Delaware,64278,Region 0,AFRN40008648666021,Industrials,Industrial Conglomerates,5700,120,79.45,233.99
204,99-1434902,2022-01-28,2022-03-19,First Class,ZT 6579,A,US,West Carolyn,Minnesota,58644,Region 3,JTPO50713716906356,Consumer Discretionary,Household Durables,9000,970,6.36,27.21
205,53-9384665,2022-03-08,2022-03-08,Standard Class,5I D2768,B,US,Alexandraberg,Ohio,05335,Region 0,UMBV20597511397418,Energy,"Oil, Gas & Consumable Fuels",1600,490,81.46,998.08
206,48-4984997,2022-02-07,2022-03-11,First Class,067 HTW,B,US,South Kelly,Tennessee,90808,Region 2,JKOZ97679832253970,Information Technology,Communications Equipment,3900,620,3.11,964.23
207,02-2615640,2022-04-05,2022-04-07,First Class,FVM B97,A,US,Paulmouth,Alaska,89553,Region 4,UCZC89178670187699,Telecommunication Services,Wireless Telecommunication Services,4900,850,64.08,403.15
208,47-1651587,2022-01-29,2022-02-19,First Class,06W 2657,C,US,Cassandrachester,Nebraska,86537,Region 3,EQVT06364231816683,Utilities,Independent Power and Renewable Electricity Producers,7300,330,23.96,753.75
209,59-9922821,2022-01-25,2022-01-28,Standard Class,56D 531,B,US,Sarahside,Michigan,09992,Region 0,IXJY92788625317479,Information Technology,Software,5600,640,20.14,480.93
210,71-2789809,2022-03-20,2022-03-21,Second Class,432-EYMY,A,US,North Crystal,Mississippi,62682,Region 3,RSCQ72108518549560,Information Technology,"Technology Hardware, Storage & Peripherals",1700,900,69.03,683.52
211,63-3349812,2022-03-14,2022-04-04,Second Class,278 QVN,A,US,Lake Benjaminchester,Hawaii,83337,Region 0,UAGC11000175372122,Telecommunication Services,Wireless Telecommunication Services,8600,260,38.3,535.07
212,63-2491266,2022-02-04,2022-03-25,First Class,949I,C,US,Maryside,Alaska,76891,Region 2,AGTN71486227813662,Health Care,Life Sciences Tools & Services,3900,950,10.88,135.57
213,62-0499716,2022-02-16,2022-03-30,Second Class,UXY-280,B,US,Jaredport,Illinois,67602,Region 1,KOKD19990413009821,Consumer Discretionary,"Hotels, Restaurants & Leisure",7900,980,70.49,900.24
214,23-4575975,2022-03-02,2022-03-15,Standard Class,AJY8685,C,US,West Jennifershire,Minnesota,03368,Region 3,VSVX00426303454364,Industrials,Transportation Infrastructure,1900,670,62.43,202.26
215,44-1657836,2022-03-06,2022-04-07,First Class,0BB 984,A,US,New Tammy,California,14776,Region 0,RUCL63927457353255,Materials,Containers & Packaging,2600,610,50.78,104.53
216,90-5775374,2022-03-10,2022-03-17,Second Class,WZK-5468,B,US,Migueltown,Montana,05485,Region 0,NMGC33994301236643,Consumer Staples,Tobacco,600,760,70.43,896.32
217,68-6857626,2022-01-03,2022-02-01,Standard Class,20A D59,B,US,West Kimberlybury,Florida,32172,Region 2,QQCJ09565358383574,Energy,Energy Equipment & Services,7400,230,44.51,359.57
218,68-9526774,2022-02-03,2022-03-12,Second Class,86P•933,C,US,New Michelle,Tennessee,49559,Region 3,VFVQ13431235823769,Health Care,Pharmaceuticals,2100,460,91.1,479.85
219,55-7589916,2022-03-03,2022-03-24,First Class,645858,D,US,Lake Vanessa,Oklahoma,84829,Region 2,FWYT59505594620633,Information Technology,Semiconductors & Semiconductor Equipment,3200,930,23.69,217.53
220,32-0856950,2022-03-17,2022-03-30,Standard Class,5R 50514,C,US,Pricetown,Florida,48618,Region 4,CYMC30955901193289,Information Technology,Semiconductors & Semiconductor Equipment,900,950,65.45,103.46
221,54-3672029,2022-04-07,2022-04-08,Standard Class,1S 2N5ADY,A,US,Amandaborough,Rhode Island,16299,Region 2,ESYW27600929024001,Real Estate,Real Estate Management & Development,500,180,84.14,972.7
222,04-2425462,2022-01-17,2022-02-01,Second Class,O20 4ZC,B,US,Greertown,Massachusetts,30849,Region 1,BMWF81767723456286,Consumer Staples,Household Products,8200,650,93.31,628.46
223,14-2202475,2022-02-26,2022-04-02,Standard Class,47M S66,A,US,Rodneymouth,Massachusetts,39343,Region 2,OBRP25422967750023,Health Care,Health Care Technology,600,480,35.2,124.46
224,06-1266110,2022-03-01,2022-04-06,First Class,XBA-7957,A,US,Port Teresaborough,Texas,84486,Region 1,RADT21671269528798,Utilities,Gas Utilities,7100,610,61.82,274.39
225,15-9611381,2022-02-23,2022-03-01,Standard Class,JDB 2286,B,US,West Tina,Nevada,82777,Region 1,XKVY75753941509811,Materials,Construction Materials,7100,600,31.21,384.02
226,85-0105632,2022-04-01,2022-04-02,Second Class,UTU2358,C,US,Martinezchester,Idaho,09884,Region 3,SSZT61569355851502,Industrials,Marine,5800,790,65.98,531.42
227,44-7468864,2022-03-05,2022-03-21,First Class,ZCG 771,A,US,West Jenna,Hawaii,40290,Region 4,QWPN59089032180464,Industrials,Aerospace & Defense,5600,530,9.43,222.6
228,03-6305179,2022-02-22,2022-03-26,First Class,HNG-5712,A,US,Ritamouth,Kentucky,41158,Region 0,ZFOA24718543436282,Energy,"Oil, Gas & Consumable Fuels",1600,110,53.43,761.53
229,30-6444205,2022-03-12,2022-03-22,First Class,YXZ-2906,C,US,Michaeltown,Massachusetts,93910,Region 3,PJNW56166760740729,Real Estate,Equity Real Estate Investment Trusts,8800,480,49.11,56.19
230,43-8475649,2022-03-25,2022-04-09,Second Class,336-PUC,C,US,East William,Nebraska,32721,Region 2,RMXB55152716837885,Materials,Paper & Forest Products,1700,780,78.96,435.44
231,66-5989546,2022-02-19,2022-03-28,Standard Class,160 XZP,D,US,South Laurashire,Arkansas,29068,Region 4,SEDQ69700821991205,Energy,Energy Equipment & Services,6200,410,90.66,814.48
232,37-4313315,2022-01-18,2022-03-18,Second Class,O60 0DZ,C,US,South John,Rhode Island,66098,Region 2,CAPU36182682381835,Consumer Staples,Household Products,7100,660,52.68,770.05
233,67-1944586,2022-04-06,2022-04-06,Standard Class,G30 1DL,C,US,South Tammyshire,Indiana,95739,Region 4,AOPB58335904896554,Consumer Staples,Food Products,2000,530,57.52,429.42
234,15-6727661,2022-02-11,2022-04-07,Second Class,566-QZN,A,US,East Connor,Connecticut,97926,Region 4,YFJL62866180785964,Information Technology,Communications Equipment,1900,330,7.75,327.31
235,30-7458398,2022-04-01,2022-04-05,Second Class,140221,C,US,East Marie,Rhode Island,23254,Region 3,COSW64864787806944,Materials,Containers & Packaging,5000,420,14.92,640.21
236,10-5643508,2022-01-26,2022-03-14,First Class,MXT 995,A,US,Amandamouth,New Hampshire,56031,Region 1,TYEO41303641316476,Industrials,Construction & Engineering,7300,530,84.09,225.42
237,76-5313755,2022-02-04,2022-03-08,First Class,567 JDO,B,US,Jacobsport,Texas,35418,Region 3,ZDFN92729221399147,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2900,470,6.09,443.35
238,06-4750507,2022-01-08,2022-03-05,First Class,307BEJ,D,US,New Reneechester,Washington,45248,Region 4,IVEV62569206670324,Energy,Energy Equipment & Services,1100,930,14.2,425.4
239,06-5378985,2022-03-06,2022-03-30,Standard Class,894-MOMC,A,US,North Sarashire,Hawaii,19099,Region 1,BNPH63995566977313,Industrials,Professional Services,2300,420,95.72,331.21
240,06-5330660,2022-02-06,2022-02-10,Second Class,07-V932,A,US,Stuartberg,Washington,41680,Region 3,QJMR47452695398864,Telecommunication Services,Wireless Telecommunication Services,9900,900,34.92,110.86
241,82-0811395,2022-04-06,2022-04-06,Standard Class,01-89752,C,US,New Erin,Utah,65849,Region 4,WCNC76579521682989,Utilities,Gas Utilities,7100,640,70.73,924.23
242,03-9158391,2022-04-02,2022-04-02,Standard Class,IDO 853,A,US,Port Barbaraside,Kentucky,47562,Region 4,ZRFG63717860448605,Real Estate,Real Estate Management & Development,3700,830,85.68,394.28
243,12-2282035,2022-01-03,2022-02-21,First Class,M38 7DW,B,US,Barrettstad,Idaho,32027,Region 3,ACAI27621462679879,Industrials,Marine,700,510,51.49,202.19
244,16-0093720,2022-01-04,2022-02-20,First Class,KTX 723,A,US,Tammychester,West Virginia,04772,Region 1,IWCE46126027765048,Utilities,Electric Utilities,5000,910,21.39,133.47
245,13-0992887,2022-03-21,2022-03-27,First Class,P87-GXO,C,US,Bowmanstad,Missouri,15523,Region 0,GUBX84133316670616,Materials,Construction Materials,7900,330,40.34,115.18
246,64-5347905,2022-01-26,2022-02-18,First Class,1IC B02,D,US,Pinedaview,Ohio,74053,Region 2,PBQH71239004667472,Consumer Discretionary,"Hotels, Restaurants & Leisure",4500,440,27.23,998.46
247,36-5720378,2022-02-16,2022-04-05,Standard Class,LAQ 128,C,US,East Cassidy,Massachusetts,05936,Region 1,BFQD04183892013986,Consumer Discretionary,Specialty Retail,7000,70,19.27,329.69
